Section,Code,Name,Unit,Labor Hrs,Material Cost ($),Description
ROUGH-IN,RI-074,PVC Conduit 3 in — Install,LF,0.055,4.50,Cut glue and install 3 in PVC with fittings.
ROUGH-IN,RI-075,PVC Conduit 3-1/2 in — Install,LF,0.065,5.75,Cut glue and install 3-1/2 in PVC with fittings.
ROUGH-IN,RI-076,PVC Conduit 4 in — Install,LF,0.075,7.00,Cut glue and install 4 in PVC with fittings.
ROUGH-IN,RI-077,RMC Rigid Steel 1/2 in — Install,LF,0.035,2.00,Cut thread and install 1/2 in rigid metal conduit.
ROUGH-IN,RI-078,RMC Rigid Steel 1-1/4 in — Install,LF,0.050,4.25,Cut thread and install 1-1/4 in rigid metal conduit.
ROUGH-IN,RI-079,RMC Rigid Steel 1-1/2 in — Install,LF,0.060,5.50,Cut thread and install 1-1/2 in rigid metal conduit.
ROUGH-IN,RI-080,RMC Rigid Steel 2 in — Install,LF,0.070,7.00,Cut thread and install 2 in rigid metal conduit.
ROUGH-IN,RI-081,RMC Rigid Steel 2-1/2 in — Install,LF,0.085,9.50,Cut thread and install 2-1/2 in rigid metal conduit.
ROUGH-IN,RI-082,RMC Rigid Steel 3 in — Install,LF,0.100,12.50,Cut thread and install 3 in rigid metal conduit.
ROUGH-IN,RI-083,RMC Rigid Steel 3-1/2 in — Install,LF,0.115,15.00,Cut thread and install 3-1/2 in rigid metal conduit.
ROUGH-IN,RI-084,RMC Rigid Steel 4 in — Install,LF,0.130,18.00,Cut thread and install 4 in rigid metal conduit.
ROUGH-IN,RI-085,FMC Flex Steel 1 in — Install,LF,0.022,1.20,Install 1 in flexible metal conduit with fittings.
ROUGH-IN,RI-086,FMC Flex Steel 1-1/4 in — Install,LF,0.028,1.60,Install 1-1/4 in flexible metal conduit with fittings.
ROUGH-IN,RI-087,FMC Flex Steel 1-1/2 in — Install,LF,0.032,2.00,Install 1-1/2 in flexible metal conduit with fittings.
ROUGH-IN,RI-088,FMC Flex Steel 2 in — Install,LF,0.038,2.75,Install 2 in flexible metal conduit with fittings.
ROUGH-IN,RI-089,LFMC Liquidtight 1-1/4 in — Install,LF,0.030,1.80,Install 1-1/4 in liquidtight flex conduit with fittings.
ROUGH-IN,RI-090,LFMC Liquidtight 1-1/2 in — Install,LF,0.035,2.25,Install 1-1/2 in liquidtight flex conduit with fittings.
ROUGH-IN,RI-091,LFMC Liquidtight 2 in — Install,LF,0.042,3.00,Install 2 in liquidtight flex conduit with fittings.
TRIM,TRIM-D01,15A Decora Receptacle (TR) + Decora Plate — Install,EA,0.15,0.00,"Install 15A tamper-resistant Decora receptacle and Decora wall plate. Ref: Leviton T5325-WMP (10-pk). PRICE TBD."
TRIM,TRIM-D02,20A Decora Receptacle (TR) + Decora Plate — Install,EA,0.15,0.00,"Install 20A tamper-resistant Decora receptacle and Decora wall plate. Ref: Leviton T5820-WMP (10-pk). PRICE TBD."
TRIM,TRIM-D03,15A GFCI Decora Receptacle + Decora Plate — Install,EA,0.20,0.00,"Install 15A GFCI Decora receptacle and plate. Wire and test. Ref: Leviton GFNT1-W or 3-pack GFNT1-3W. PRICE TBD."
TRIM,TRIM-D04,20A GFCI Decora Receptacle + Decora Plate — Install,EA,0.20,0.00,"Install 20A GFCI Decora receptacle and plate. Wire and test. Ref: Leviton GFNT2-W. PRICE TBD."
TRIM,TRIM-D05,15A Single-Pole Decora Switch + Decora Plate — Install,EA,0.12,0.00,"Install 15A single-pole Decora rocker switch and plate. Ref: Leviton 5601-2WM (10-pk). PRICE TBD."
TRIM,TRIM-D06,15A 3-Way Decora Switch + Decora Plate — Install,EA,0.15,0.00,"Install 15A 3-way Decora rocker switch and plate. Ref: Leviton 5603-2WM (10-pk). PRICE TBD."
TRIM,TRIM-D07,15A 4-Way Decora Switch + Decora Plate — Install,EA,0.15,0.00,"Install 15A 4-way Decora rocker switch and plate. PRICE TBD."
TRIM,TRIM-D08,20A Single-Pole Decora Switch + Decora Plate — Install,EA,0.12,0.00,"Install 20A single-pole Decora rocker switch and plate. Ref: Leviton 5621-2W. PRICE TBD."
TRIM,TRIM-T01,15A Standard Duplex Receptacle (TR) + Plate — Install,EA,0.15,0.00,"Install 15A tamper-resistant standard duplex receptacle and plate. Ref: Leviton 5320-WCP (10-pk) / Eaton TR270W-10P (10-pk). PRICE TBD."
TRIM,TRIM-T02,20A Standard Duplex Receptacle (TR) + Plate — Install,EA,0.15,0.00,"Install 20A tamper-resistant standard duplex receptacle and plate. Ref: Leviton T5820-WMP (10-pk). PRICE TBD."
TRIM,TRIM-T03,15A GFCI Receptacle (Standard) + Plate — Install,EA,0.20,0.00,"Install 15A GFCI receptacle (standard body) and plate. Wire and test. PRICE TBD."
TRIM,TRIM-T04,20A GFCI Receptacle (Standard) + Plate — Install,EA,0.20,0.00,"Install 20A GFCI receptacle (standard body) and plate. Wire and test. PRICE TBD."
TRIM,TRIM-T05,15A Single-Pole Toggle Switch + Plate — Install,EA,0.12,0.00,"Install 15A single-pole toggle switch and plate. Ref: Leviton 1451-2WM (10-pk) / Eaton 1301-7W-10P (10-pk). PRICE TBD."
TRIM,TRIM-T06,15A 3-Way Toggle Switch + Plate — Install,EA,0.15,0.00,"Install 15A 3-way toggle switch and plate. Ref: Leviton 1453-2WM (10-pk) / Eaton 1303-7W-10P (10-pk). PRICE TBD."
TRIM,TRIM-T07,15A 4-Way Toggle Switch + Plate — Install,EA,0.15,0.00,"Install 15A 4-way toggle switch and plate. PRICE TBD."
TRIM,TRIM-T08,20A Single-Pole Toggle Switch + Plate — Install,EA,0.12,0.00,"Install 20A single-pole toggle switch and plate. Ref: Leviton 1221-2W. PRICE TBD."
TRIM,TRIM-005,20A 240V Receptacle (NEMA 6-20) + Wall Plate — Install,EA,0.20,12.00,Install 240V receptacle into box and attach plate. Wire connections.
TRIM,TRIM-006,30A 240V Receptacle (NEMA 14-30 dryer) + Wall Plate — Install,EA,0.25,18.00,Install 30A dryer receptacle into box and attach plate.
TRIM,TRIM-007,50A 240V Receptacle (NEMA 14-50 range) + Wall Plate — Install,EA,0.25,22.00,Install 50A range receptacle into box and attach plate.
TRIM,TRIM-011,Dimmer Switch (Decora) + Wall Plate — Install,EA,0.15,25.00,Install dimmer switch and plate. Wire connections.
TRIM,TRIM-012,Timer / Occupancy Sensor Switch + Wall Plate — Install,EA,0.20,35.00,Install timer or occupancy sensor switch and plate.
TRIM,TRIM-013,Blank Wall Plate — Install,EA,0.05,1.50,Install blank cover plate over junction box.
TRIM,TRIM-014,Weatherproof Cover (in-use) — Install,EA,0.10,8.00,Install weatherproof while-in-use cover on exterior box.
TRIM,TRIM-015,Smoke Detector (hardwired) — Install,EA,0.15,28.00,Mount and connect hardwired smoke detector to box.
TRIM,TRIM-016,CO Detector (hardwired) — Install,EA,0.15,32.00,Mount and connect hardwired CO detector to box.
TRIM,TRIM-017,Smoke/CO Combo Detector (hardwired) — Install,EA,0.15,38.00,Mount and connect hardwired combo detector to box.
TRIM,TRIM-018,Standard Light Fixture — Hang + Connect (Client-Supplied),EA,0.30,0.00,"Hang homeowner/client-supplied light fixture and make wire connections. Fixture material not included."
TRIM,TRIM-019,Ceiling Fan — Assemble + Hang + Connect (Client-Supplied),EA,0.75,0.00,"Assemble and hang homeowner/client-supplied ceiling fan. Fan material not included."
TRIM,TRIM-ASD01,ASD 4 in Recessed LED Wafer 9W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBR 4 in 9W canless LED wafer light. 5CCT selectable. CRI 90+. Wet rated. 12-pk: ASD-JBR-4D9WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD02,ASD 4 in Recessed LED Wafer 12W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBR 4 in 12W canless LED wafer light. 5CCT selectable. CRI 90+. Wet rated. 12-pk: ASD-JBR-4D12WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD03,ASD 6 in Recessed LED Wafer 12W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBR 6 in 12W canless LED wafer light. 5CCT selectable. CRI 90+. Wet rated. 12-pk: ASD-JBR-6D12WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD04,ASD 6 in Recessed LED Wafer 15W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBR 6 in 15W canless LED wafer light. 5CCT selectable. CRI 90+. Wet rated. 12-pk: ASD-JBR-6D15WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD05,ASD 4 in Baffle Wafer 9W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBRB 4 in 9W baffle trim canless LED. 5CCT selectable. CRI 90+. Wet rated. 12-pk: ASD-JBRB-4D9WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD06,ASD 6 in Baffle Wafer 12W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBRB 6 in 12W baffle trim canless LED. 5CCT selectable. CRI 90+. Wet rated. 12-pk: ASD-JBRB-6D12WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD07,ASD 4 in Square Wafer 10W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBS 4 in 10W square canless LED. 5CCT selectable. CRI 90+. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD08,ASD 6 in Square Wafer 15W (New Work) — Install + Connect,EA,0.20,0.00,"Install ASD JBS 6 in 15W square canless LED. 5CCT selectable. CRI 90+. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD09,ASD 4 in Retrofit Downlight 10W (Retrofit) — Install + Connect,EA,0.20,0.00,"Install ASD LRKR 4 in 10W retrofit kit into existing 4 in can. 5CCT. CRI 90+. E26+TP24 connectors. 12-pk: ASD-LRKR-M4D10WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD10,ASD 6 in Retrofit Downlight 12W (Retrofit) — Install + Connect,EA,0.20,0.00,"Install ASD LRKR 6 in 12W retrofit kit into existing 5/6 in can. 5CCT. CRI 90+. E26+TP24 connectors. 12-pk: ASD-LRKR-M6D12WH-12P. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD11,ASD 4 in LED Disk Light 10W — Install + Connect,EA,0.20,0.00,"Install ASD LDS 4 in 10W surface mount disk light. 5CCT. CRI 90+. Wet rated. 12-pk: ASD-LDS-4D10AC-WH-12PACK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD12,ASD 6 in LED Disk Light 15W — Install + Connect,EA,0.20,0.00,"Install ASD LDS 6 in 15W surface mount disk light. 5CCT. CRI 90+. Wet rated. 12-pk: ASD-LDS-6D15AC-WH-12PACK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD13,ASD 10 in LED Flush Mount (Dbl Ring) 16W — Install + Connect,EA,0.30,0.00,"Install ASD LFMDR 10 in 16W flush mount ceiling light. 3CCT. Damp rated. ASD-LFMDR-10D16CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD14,ASD 12 in LED Flush Mount (Dbl Ring) 20W — Install + Connect,EA,0.30,0.00,"Install ASD LFMDR 12 in 20W flush mount ceiling light. 5CCT. Damp rated. ASD-LFMDR-12D20CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD15,ASD 14 in LED Flush Mount (Dbl Ring) 21W — Install + Connect,EA,0.30,0.00,"Install ASD LFMDR 14 in 21W flush mount ceiling light. 5CCT. Damp rated. ASD-LFMDR-14D21CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD16,ASD 16 in LED Flush Mount (Dbl Ring) 24W — Install + Connect,EA,0.30,0.00,"Install ASD LFMDR 16 in 24W flush mount ceiling light. 5CCT. Damp rated. ASD-LFMDR-16D24CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD17,ASD 18 in LED Flush Mount (Dbl Ring) 28W — Install + Connect,EA,0.30,0.00,"Install ASD LFMDR 18 in 28W flush mount ceiling light. 5CCT. Damp rated. ASD-LFMDR-18D28CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD18,ASD 13 in Exterior Sconce 12W (Black) — Mount + Connect,EA,0.30,0.00,"Mount ASD LWS26 13 in 12W outdoor wall sconce. Seeded glass. 3CCT. IP44 wet rated. ASD-LWS26S-13D12BK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD19,ASD 18 in Exterior Sconce 12W (Black) — Mount + Connect,EA,0.30,0.00,"Mount ASD LWS26 18 in 12W outdoor wall sconce. Seeded glass. 3CCT. IP44 wet rated. ASD-LWS26S-18D12BK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD20,ASD 24 in Exterior Sconce 20W (Black) — Mount + Connect,EA,0.30,0.00,"Mount ASD LWS26 24 in 20W outdoor wall sconce. Seeded glass. 3CCT. Multi-volt. ASD-LWS26S-MV-24D20CC-BK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD21,ASD 24 in Exterior Sconce w/ Photocell 12W — Mount + Connect,EA,0.30,0.00,"Mount ASD LWS26 24 in 12W outdoor sconce with photocell (dusk-to-dawn). ASD-LWS26S-24N12BK-PC. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD22,ASD Small Wallpack 28W (Bronze) — Mount + Connect,EA,0.35,0.00,"Mount ASD SWP 28W residential wallpack. 3CCT. IP65. 120V. ASD-SWP-28BR-PC. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD23,ASD Small Wallpack Multi-Volt 28W (Bronze) — Mount + Connect,EA,0.35,0.00,"Mount ASD SWP multi-volt 20/24/28W selectable residential wallpack. 3CCT. IP65. 120-277V. 0-10V dim. ASD-SWP-MV-A28BR-PC. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD24,ASD LED Flood Light 60W (Black) — Mount + Connect,EA,0.50,0.00,"Mount ASD FL2 15/30/60W selectable flood light. 3CCT. IP65. Photocell. 120-277V. ASD-FL2-60BK-PC-AM or -FL. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD25,ASD 18 in Vanity Light 20W (Nickel) — Mount + Connect,EA,0.25,0.00,"Mount ASD LVF21 18 in 20W vanity bar light. 3CCT. Damp rated. ASD-LVF21-18D20CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD26,ASD 24 in Vanity Light 25W (Nickel) — Mount + Connect,EA,0.25,0.00,"Mount ASD LVF21 24 in 25W vanity bar light. 3CCT. Damp rated. ASD-LVF21-24D25CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD27,ASD 36 in Vanity Light 30W (Nickel) — Mount + Connect,EA,0.25,0.00,"Mount ASD LVF21 36 in 30W vanity bar light. 3CCT. Damp rated. ASD-LVF21-36D30CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD28,ASD 48 in Vanity Light 35W (Nickel) — Mount + Connect,EA,0.25,0.00,"Mount ASD LVF21 48 in 35W vanity bar light. 3CCT. Damp rated. ASD-LVF21-48D35CC-NK. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD29,ASD 18 in Under-Cabinet LED 8W — Mount + Connect,EA,0.20,0.00,"Mount ASD UCL 18 in 8W hardwire under-cabinet light. 3CCT. Linkable. CRI 90+. ASD-UCL-18D8CC-WH. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD30,ASD 24 in Under-Cabinet LED 12W — Mount + Connect,EA,0.20,0.00,"Mount ASD UCL 24 in 12W hardwire under-cabinet light. 3CCT. Linkable. CRI 90+. ASD-UCL-24D12CC-WH. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD31,ASD 32 in Under-Cabinet LED 16W — Mount + Connect,EA,0.20,0.00,"Mount ASD UCL 32 in 16W hardwire under-cabinet light. 3CCT. Linkable. CRI 90+. ASD-UCL-32D16CC-WH. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD32,ASD 40 in Under-Cabinet LED 20W — Mount + Connect,EA,0.20,0.00,"Mount ASD UCL 40 in 20W hardwire under-cabinet light. 3CCT. Linkable. CRI 90+. ASD-UCL-40D20CC-WH. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-ASD33,ASD 48 in Under-Cabinet LED 24W — Mount + Connect,EA,0.20,0.00,"Mount ASD UCL 48 in 24W hardwire under-cabinet light. 3CCT. Linkable. CRI 90+. ASD-UCL-48D24CC-WH. Contractor provided (ASD). PRICE TBD."
TRIM,TRIM-022,Vanity / Wall Sconce — Hang + Connect (Client-Supplied),EA,0.25,0.00,"Hang homeowner/client-supplied vanity or sconce and connect. Fixture not included."
TRIM,TRIM-023,Exterior Light Fixture — Mount + Connect (Client-Supplied),EA,0.30,0.00,"Mount homeowner/client-supplied exterior fixture and connect. Fixture not included."
TRIM,TRIM-024,Under-Cabinet Light — Mount + Connect (Client-Supplied),EA,0.20,0.00,"Mount homeowner/client-supplied under-cabinet light and connect."
TRIM,TRIM-025,Bathroom Exhaust Fan — Mount + Connect (Client-Supplied),EA,0.50,0.00,"Mount homeowner/client-supplied exhaust fan and connect. Duct not included."
TRIM,TRIM-026,Chandelier — Assemble + Hang + Connect (Client-Supplied),EA,1.00,0.00,"Assemble and hang homeowner/client-supplied chandelier. Fixture not included."
TRIM,TRIM-027,Doorbell Button + Chime — Install + Connect,EA,0.35,45.00,Install doorbell button and chime unit and connect low-voltage wiring.
TRIM,TRIM-028,Thermostat — Install + Connect,EA,0.25,0.00,Mount and connect customer-supplied thermostat.
TRIM,TRIM-029,EV Charger (EVSE) — Mount + Connect,EA,1.00,0.00,Mount and connect customer-supplied EV charger. Unit not included.
TRIM,TRIM-030,Equipment Disconnect Switch — Mount + Wire,EA,0.50,45.00,Mount disconnect switch near equipment and wire.
TRIM,TRIM-031,Equipment Whip (flex connector to unit) — Connect,EA,0.25,15.00,Connect flexible conduit whip from disconnect/box to equipment.
TRIM,TRIM-032,Appliance Hardwire Connection (120V) — Connect,EA,0.20,5.00,Make final hardwire connection to 120V appliance (disposal / dishwasher).
TRIM,TRIM-033,Appliance Hardwire Connection (240V) — Connect,EA,0.25,5.00,Make final hardwire connection to 240V appliance (water heater / HVAC).
TRIM,TRIM-034,Baseboard Heater — Mount + Connect,EA,0.40,0.00,Mount and connect customer-supplied baseboard heater. Heater not included.
TRIM,TRIM-035,Generator Inlet Box — Mount + Wire,EA,0.50,65.00,Mount power inlet box on exterior wall and wire.
TRIM,TRIM-036,Interlock Kit — Install at Panel,EA,0.50,85.00,Install mechanical interlock kit on panel cover.
TRIM,TRIM-037,Manual Transfer Switch — Mount + Wire,EA,2.00,250.00,Mount transfer switch near panel and wire all circuits.
TRIM,TRIM-038,Hot Tub / Spa GFCI Disconnect — Mount + Wire,EA,0.75,95.00,Mount GFCI disconnect near spa and wire. Whip to spa separate.
TRIM,TRIM-039,Panel Cover + Label — Final,EA,0.50,8.00,Install panel dead front / cover and apply circuit directory labels.
